text,aspect,arfs,sentiment
"There are many deprived areas of London, LOCATION1 being the worst by the way in LOCATION2",general,many deprived areas,Negative
There are much nicer places in London than LOCATION1,general,much nicer places,Negative
"There are of course some areas that are `` safer '' than others , like in all cities , but I think LOCATION1 is a nice place",general,course areas ``,Positive
There are some nice areas around LOCATION1 near Brunel University,general,nice areas around,Positive
"There are some poor-looking housing estates near LOCATION1 station, although you'd expect such places",general,housing estates near,Negative
"To be honest, LOCATION1 has got a lot better than it used to be - really cleaned up it's act",general,"honest, LOCATION1 got",Positive
"True LOCATION1 is nice , but you are young",general,True LOCATION1 nice,Positive
Try LOCATION1,general,Try LOCATION1 Try,Positive
"Try west, like LOCATION1, s",general,"Try west, like",Positive
Unfortunately LOCATION1 does have a bad reputation,general,Unfortunately LOCATION1 bad,Negative
Unfortunately LOCATION1 in general is the worst part of Greater London,general,Unfortunately LOCATION1 worst,Negative
"Well , LOCATION1 is lovely",general,Well LOCATION1 lovely,Positive
"When I was there, I spent time in both the West and East ends of London, and I definitely preferred LOCATION1",general,"there, spent time",Positive
Will add to it when I think of more lol at first answer LOCATION1 ain't that bad,general,add think lol,Positive
Would rather poke my eyes out with a big stick than end up in LOCATION1,general,Would rather poke,Negative
Yes LOCATION1 is okay,general,Yes LOCATION1 okay,Positive
You can also try LOCATION1 South London is the best place to live but you mentioned Noth London,general,also try LOCATION1,Positive
You can also try LOCATION1 in N London,general,also try LOCATION1,Positive
You could also look in LOCATION1,general,could also look,Positive
"You have been sadly misinformed about LOCATION1 , it is fantastic",general,sadly misinformed LOCATION1,Positive
You may also consider LOCATION1 just North of C,general,may also consider,Positive
You should n't have too much of a problem finding a good private school there LOCATION1 is nice,general,n't much problem,Positive
You will like LOCATION1 very much,general,like LOCATION1 much,Positive
You will love the LOCATION1,general,love LOCATION1,Positive
You would be better off looking at places around LOCATION1 maybe,general,would better looking,Positive
actually my friend lives in south east in LOCATION1 and its terrible,general,actually friend lives,Negative
"but really, LOCATION1 is really nice",general,"really, LOCATION1 really",Positive
can recommend LOCATION1 in South London,general,recommend LOCATION1 South,Positive
"goldsmiths is an excellent uni :D but as has been said above , LOCATION1 is a bit of a skank area",general,goldsmiths excellent uni,Negative
i heard LOCATION1 is cool,general,heard LOCATION1 cool,Positive
"i like LOCATION1 alot, idk if that's in zone one or not, it's emediatly to the west of the eye and east of LOCATION1",general,"like LOCATION1 alot,",Positive
i would go for LOCATION1,general,would go LOCATION1,Positive
i would sway towards LOCATION1,general,would sway towards,Positive
id steer clear of LOCATION1 is right rat hole,general,id steer clear,Negative
nothing wrong with LOCATION1,general,nothing wrong LOCATION1,Negative
or one of the not-so-high-profile classy areas is LOCATION1,general,one classy areas,Positive
places in LOCATION1 are alos nice,general,places LOCATION1 alos,Positive
sorry LOCATION1 is marvellous,general,sorry LOCATION1 marvellous,Positive
steer clear of LOCATION1,general,steer clear LOCATION1,Negative
the LOCATION1 area is very good,general,LOCATION1 area good,Positive
the best are of London is south west u hav places like LOCATION1 which is relly nice,general,best London south,Positive
the rest of LOCATION1 is crap,general,rest LOCATION1 crap,Positive
there are plenty of nice neighborhoods within a short distance to LOCATION1,general,plenty nice neighborhoods,Positive
"there are some cool places in LOCATION1, too",general,"cool places LOCATION1,",Positive
well you can try LOCATION1 (I lived there 4 years),general,well try LOCATION1,Positive
would recommend LOCATION1 and its also a big town with lots going on so would be good for finding a job,general,would recommend LOCATION1,Positive
"yes better than most I used to live near LOCATION2 , LOCATION1 is one of the better places ,",general,yes better used,Positive
you could also try round the LOCATION1 area,general,could also try,Positive
As for the other places they've listed then they're all good apart from LOCATION1,general,places they've listed,Negative
Avoid LOCATION1 though,general,Avoid LOCATION1 though,Negative
Cheers Check out LOCATION1 in LOCATION2,general,Cheers Check LOCATION1,Positive
Consider trendy LOCATION1 (W11) in west London,general,Consider trendy LOCATION1,Positive
"Do n't worry , LOCATION1 is not that bad",general,n't worry LOCATION1,Positive
For a poor area think no further than LOCATION1 -,general,poor area think,Negative
Good luck and god bless LOCATION1 is in my opinion is alot nicer than LOCATION1,general,Good luck god,Positive
"However, I don't like LOCATION1",general,"However, like LOCATION1",Negative
"However, you can also consider LOCATION1, where youd find various detached villas with large gardens",general,"However, also consider",Positive
I also know a couple of people who are moving to LOCATION1 and they rate it highly,general,also know couple,Positive
"I come from LOCATION1 which is a similarly impoverished London borough in fact, it has a worse reputation than LOCATION1",general,come LOCATION1 similarly,Negative
I have read that LOCATION1 village is a nice area,general,read LOCATION1 village,Positive
I live in LOCATION1 and it's not ALL 'grotty',general,live LOCATION1 'grotty',Positive
I live in LOCATION1 area and it is really a great place,general,live LOCATION1 area,Positive
I live near LOCATION1 and I have to say that it's a pretty nice area,general,live near LOCATION1,Positive
I prefer LOCATION1,general,prefer LOCATION1,Positive
I recommend LOCATION1,general,recommend LOCATION1,Positive
I stayed in LOCATION1 and loved the area,general,stayed LOCATION1 loved,Positive
I used to live in LOCATION1 (Nth London and before it changed its name) - it's now a slum,general,used live LOCATION1,Negative
"I used to live in LOCATION1, which is near LOCATION2 and it wasn't too bad really",general,"used live LOCATION1,",Positive
"I wasn't very impressed with LOCATION1, the main street looked dirty",general,"impressed LOCATION1, main",Negative
I'd prefer somewhere like LOCATION1,general,I'd prefer somewhere,Positive
I'll go with LOCATION1,general,I'll go LOCATION1,Positive
I've been too all of those places and my favorite is LOCATION1 it's really lovely,general,I've places favorite,Positive
"If London, a good place is LOCATION1",general,"London, good place",Positive
"If your looking for somewhere in particular though LOCATION1 is a good place , and like all places it has a range of expensive and not so expensive areas : )",general,looking somewhere particular,Positive
LOCATION1 SW12 is ideal for a young 20-30 ish couple,general,LOCATION1 SW12 ideal,Positive
LOCATION1 in SW London is a nice part of London,general,LOCATION1 SW London,Positive
LOCATION1 is Great too,general,LOCATION1 Great,Positive
LOCATION1 is OK but where are you coming from,general,LOCATION1 OK coming,Positive
LOCATION1 is a good area for a newcomer,general,LOCATION1 good area,Positive
LOCATION1 is a good place to start out in London,general,LOCATION1 good place,Positive
LOCATION1 is also a good choice and has much more going on than the other two places,general,LOCATION1 also good,Positive
LOCATION1 is also a good location,general,LOCATION1 also good,Positive
LOCATION1 is also not bad,general,LOCATION1 also bad,Positive
LOCATION1 is also quite hip but is still a bit edgy,general,LOCATION1 also quite,Positive
LOCATION1 is amazing,general,LOCATION1 amazing,Positive
LOCATION1 is beautiful and has so much for kids there,general,LOCATION1 beautiful much,Positive
LOCATION1 is lovely and not at all like LOCATION1,general,LOCATION1 lovely like,Positive
LOCATION1 is much better,general,LOCATION1 much better,Positive
LOCATION1 is n't very friendly either,general,LOCATION1 n't friendly,Negative
LOCATION1 is nice I live around the LOCATION1/richmond area,general,LOCATION1 nice live,Positive
LOCATION1 is ok,general,LOCATION1 ok,Positive
LOCATION1 is one of the nicest London Boroughs,general,LOCATION1 one nicest,Positive
"LOCATION1 is quite a nice area , it has a few universities in/around it and is also well know for being a place where young families live",general,LOCATION1 quite nice,Positive
"LOCATION1 is slightly more up market, it's an extremely vibrant area of London, and mainly consists of young and middle aged professionals",general,"LOCATION1 slightly market,",Positive
LOCATION1 is the best area,general,LOCATION1 best area,Positive
LOCATION1 is up and coming and then you have LOCATION1 right next to you,general,LOCATION1 coming LOCATION1,Positive
LOCATION1 is up and coming for young families,general,LOCATION1 coming young,Positive
LOCATION1 is very downmarket,general,LOCATION1 downmarket,Negative
LOCATION1 isn't to bad either,general,LOCATION1 bad either,Positive
LOCATION1 might sometimes have a bad reputation but actually much of it is quite nice depends very much which part of LOCATION1 you 're talking about,general,LOCATION1 might sometimes,Positive
LOCATION1 used to be utterly dreadful,general,LOCATION1 used utterly,Negative
LOCATION1 would be a good choice,general,LOCATION1 would good,Positive
LOCATION1 would be good,general,LOCATION1 would good,Positive
"LOCATION1, Middx - just slightly North, and a lovely place",general,"LOCATION1, Middx slightly",Positive
Look on Hostel sites I like LOCATION1,general,Look Hostel sites,Positive
"NW of LOCATION1 is LOCATION1, and that's pretty nice",general,"NW LOCATION1 LOCATION1,",Positive
Near to LOCATION1 are nicer areas within the London boroughs of Bexley and bromley,general,Near LOCATION1 nicer,Positive
Old LOCATION1 around the outlet to the tunnel is pretty grotty,general,Old LOCATION1 around,Negative
"On the other hand i personally live in LOCATION1 , very nice area, and i personally feel that it's allot better than LOCATION2",general,hand personally live,Positive
Out of the two I'd prefer LOCATION1 to LOCATION1,general,two I'd prefer,Positive
"Out of these i would say, LOCATION1 (upper)",general,"would say, LOCATION1",Positive
"Personally , I do n't think LOCATION1 is that bad",general,Personally n't think,Positive
Stay away from LOCATION1 and the housing estates which are the poorer run-down areas,general,Stay away LOCATION1,Negative
"The above answerer is right, the other side of LOCATION1 is much worse, but LOCATION1 Park is not amazing",general,"answerer right, side",Negative
The area around LOCATION1 is worth a look now ( it used to be hell on earth until very recently),general,area around LOCATION1,Positive
"The borough of LOCATION1 includes both the place where Tony Blair's family lives, and LOCATION1 (possibly the worst place in the world EVER)",general,borough LOCATION1 includes,Negative
The main one to avoid is LOCATION1,general,main one avoid,Negative
There are VERY nice parts in LOCATION1 too,general,nice parts LOCATION1,Positive
There are many nice places in south and LOCATION1 in particular,general,many nice places,Positive
Time out market guide~ LOCATION1 is becoming quite a good place to stay,general,Time market guide~,Positive
"Well , LOCATION1 is pretty dreadful",general,Well LOCATION1 pretty,Negative
You could also try LOCATION1,general,could also try,Positive
"Your other options is to go north - LOCATION1, say",general,options go north,Positive
another place to go is LOCATION1,general,another place go,Positive
check it out LOCATION1's not a bad place either,general,check LOCATION1's bad,Positive
i live in LOCATION1 and LOCATION1 isn't as bad as everyone thinks and the houses are beautiful,general,live LOCATION1 LOCATION1,Positive
i lived in LOCATION1 for a time during my stay there so nice,general,lived LOCATION1 time,Positive
if you fancy going North try LOCATION1,general,fancy going North,Positive
most places in LOCATION1 is messed up,general,places LOCATION1 messed,Negative
try areas such as LOCATION1 that have a trendy feel and are popular with young professionals,general,try areas LOCATION1,Positive
you'll LOVE LOCATION1,general,LOVE LOCATION1,Positive
Dont Try LOCATION1,general,Dont Try LOCATION1,Negative
I only go to LOCATION1 to IKEA - I find it depressing - so I don't go anymore,general,go LOCATION1 IKEA,Negative
"I would personally recommend the LOCATION1, in the east of the London",general,would personally recommend,Positive
I would suggest LOCATION1 its only 15 minutes away on the train and the north circular is only 15 minute drive down,general,would suggest LOCATION1,Positive
I wouldn't say the LOCATION1 is a hole like the other person did,general,say LOCATION1 hole,Positive
LOCATION1 in LOCATION1 is lovely,general,LOCATION1 LOCATION1 lovely,Positive
LOCATION1 is a nice area,general,LOCATION1 nice area,Positive
My final recommendation would have to be LOCATION1,general,final recommendation would,Positive
"Parts of LOCATION1, particularly around the Common have become quite upmarket",general,"Parts LOCATION1, particularly",Positive
There are better places than LOCATION1 to go hang out,general,better places LOCATION1,Negative
try LOCATION1,general,try LOCATION1,Positive
Good luck LOCATION1 is very young and trendy full of media-types,general,Good luck LOCATION1,Positive
"I only know about LOCATION1, most people prefer LOCATION2, but that's because they are trendy and I'm not",general,"know LOCATION1, people",Positive
"I went to LOCATION1 honest to god, I didn't like the area at all",general,went LOCATION1 honest,Negative
I would therefore pick LOCATION1 because its quite a nice area,general,would therefore pick,Negative
I'm not from LOCATION2 but the borough but my sister lives in LOCATION1 and she loves it,general,I'm LOCATION2 borough,Positive
LOCATION1 which is a craphole keep clear,general,LOCATION1 craphole keep,Negative
"LOCATION1 area, quite a bit of industry",general,"LOCATION1 area, quite",Negative
LOCATION1 has a special charm,general,LOCATION1 special charm,Positive
"LOCATION1 is alright , not one of the worst areas",general,LOCATION1 alright one,Positive
LOCATION1 is having lots of money thrown at it right now,general,LOCATION1 lots money,Positive
LOCATION1 is in a skank area,general,LOCATION1 skank area,Negative
LOCATION1 is not to bad,general,LOCATION1 bad,Positive
"LOCATION1 which is a bit of a dump, doesn't reflect LOCATION2 at all",general,"LOCATION1 bit dump,",Negative
"LOCATION1, is not exactly the most ""up-market "" part of town by any means",general,"LOCATION1, exactly part",Positive
"My favourite place is LOCATION1 , despite living in LOCATION1 now",general,favourite place LOCATION1,Positive
"Personally i would recommend LOCATION1, with its Edwardian tree lined streets",general,Personally would recommend,Positive
all in all LOCATION1 is a good choice,general,LOCATION1 good choice,Positive
but all I can say is LOCATION1 isn't that bad really,general,say LOCATION1 bad,Positive
i would prefert LOCATION1 more,general,would prefert LOCATION1,Positive
just stay away from LOCATION1 I lived in London and worked all over it for several years,general,stay away LOCATION1,Positive
my grandparents lived in LOCATION1 for a long time and it was very boring,general,grandparents lived LOCATION1,Negative
so living near to LOCATION1 would be very cool,general,living near LOCATION1,Positive
"streets around LOCATION1) are OK, too",general,streets around LOCATION1),Positive
theres nothing wrong with LOCATION1,general,theres nothing wrong,Positive
try somewhere in LOCATION1,general,try somewhere LOCATION1,Positive
"try to live on the LOCATION1, its got a better atmosphere and is much cleaner",general,"try live LOCATION1,",Positive
write your address in google postal code LOCATION1 is not very nice,general,write address google,Negative
", theres nothing wrong with LOCATION1",general,theres nothing wrong,Positive
@ sweet I love LOCATION1 actually lol,general,sweet love LOCATION1,Positive
"Also SE is LOCATION1, that is pretty up and coming",general,"Also SE LOCATION1,",Positive
Also try LOCATION1,general,Also try LOCATION1,Positive
Anyway I know where LOCATION1 is and so on but I've never liked it,general,Anyway know LOCATION1,Negative
Best of luck If you want to live somewhere very trendy I would definitely try LOCATION1,general,Best luck want,Positive
"Certain parts of LOCATION1 are ok, such as Park Avenue which is right near LOCATION2",general,Certain parts LOCATION1,Positive
EDIT - Carry forget LOCATION1 your talking 130+ JUST for a room in a flatshare and THAT was in an ex authority dive,general,EDIT Carry forget,Negative
"First of all, LOCATION1 ISN'T a 'no go' area",general,"First all, LOCATION1",Positive
For christ's sake do not move to LOCATION1,general,christ's sake move,Negative
"For your information I have been to LOCATION1 many times, it's a s hole",general,information LOCATION1 many,Negative
Great area is LOCATION1,general,Great area LOCATION1,Positive
"However, I would say the very worst area is LOCATION1",general,"However, would say",Negative
I also lived in LOCATION1 another great area and this time it was a studio apartment with kitchen and bath,general,also lived LOCATION1,Positive
I also love LOCATION1 ; LOCATION1 may still have some areas where you might find something,general,also love LOCATION1,Positive
"I definitely recommend LOCATION1, it's a lovely place",general,"definitely recommend LOCATION1,",Positive
"I do n't think there 's any safe place to live in London cause the chaos of drugs , alcohol and illegal aliens with the compliment of the government so they can control the masses with the DNA check and the national ID proposal etc Suton , and LOCATION1 are great",general,n't think 's,Positive
I finally moved to LOCATION1 off of Portobello road and I LOVE IT,general,finally moved LOCATION1,Positive
"I grew up in LOCATION1, West London and I loved it",general,"grew LOCATION1, West",Positive
"I have lived in south London for a while and adored going to LOCATION1, one of the most vibrant place in the London",general,lived south London,Positive
I hear LOCATION1 is nice,general,hear LOCATION1 nice,Positive
"I know LOCATION1 only vaguely and it's okay,",general,know LOCATION1 vaguely,Positive
I know a couple of people who live in LOCATION1 who really like it,general,know couple people,Positive
"I like LOCATION1, but it's not for everyone",general,"like LOCATION1, everyone",Positive
I like the suburbs because it has less crime and not as many people ( but still busy enough ) LOCATION1 which is in the outskirts of London is nice,general,like suburbs less,Positive
"I live in LOCATION1 btw, which is also really beautiful, residential",general,"live LOCATION1 btw,",Positive
I live in LOCATION1 my whole life which has a notorious reputation,general,live LOCATION1 whole,Negative
I lived in LOCATION1 for 10 years in the 1990s; it is the most genuinely suburban and very attractive,general,lived LOCATION1 10,Positive
I love LOCATION1 area which is angel tube station,general,love LOCATION1 area,Positive
I love LOCATION1 fully,general,love LOCATION1 fully,Positive
"I prefer LOCATION1 myself as I was lucky enough to live there for a few years and the buildings are amazing, huge and the locals are lovely people",general,prefer LOCATION1 lucky,Positive
I really can't think of anything interesting to do in LOCATION1 - and I live not far from it,general,really can't think,Negative
I really enjoy the LOCATION1 area Lisa,general,really enjoy LOCATION1,Positive
I really like LOCATION1,general,really like LOCATION1,Positive
I really suggest LOCATION1,general,really suggest LOCATION1,Positive
"I think LOCATION1 is better but then I'm prejudiced I am originally from London, I grew up in LOCATION1",general,think LOCATION1 better,Positive
I think out of all the places you mention LOCATION1 would be my choice,general,think places mention,Positive
I think the whole of LOCATION1 is best avoided to be honest,general,think whole LOCATION1,Negative
I would advise you a nice area in LOCATION2 called LOCATION1,general,would advise nice,Positive
I would choose something in LOCATION1,general,would choose something,Positive
"I would go for LOCATION1, the previous posters have obviously never been to both areas I'm currently staying with my Mum in LOCATION1 (I'm a local)",general,"would go LOCATION1,",Positive
I would recommend LOCATION1 over LOCATION1,general,would recommend LOCATION1,Positive
I would think ( but do n't know ) that LOCATION1 is fine,general,would think n't,Positive
I wouldn't recommend LOCATION1 at all,general,recommend LOCATION1,Negative
I'd say LOCATION1,general,I'd say LOCATION1,Positive
"I'll be bias, I live in LOCATION1, live there all my life and I would pick LOCATION1",general,"I'll bias, live",Positive
I've lived in LOCATION1 for long periods and would recommend it,general,I've lived LOCATION1,Positive
I've recently moved away from LOCATION1 and miss it like you wouldn't believe,general,I've recently moved,Positive
"I`d go for LOCATION1 ,sounds great",general,I`d go LOCATION1,Positive
If I were you I would try the LOCATION1 area,general,would try LOCATION1,Positive
"If I were you, I'd look into LOCATION1",general,"you, I'd look",Positive
If anything LOCATION1 is the scum of all scum places,general,anything LOCATION1 scum,Negative
"If you mean in NW London, I would highly recommend LOCATION1",general,"mean NW London,",Positive
Im not a fan of LOCATION1 at all,general,Im fan LOCATION1,Negative
It is a LOVELY place LOCATION1,general,LOVELY place LOCATION1,Positive
"Just watch out for LOCATION1, thats a no-go",general,"watch LOCATION1, thats",Negative
"LOCATION1 ( NW1 ) is ok , but beware of certain council blocks which do have a reputation",general,LOCATION1 NW1 ok,Negative
LOCATION1 I fooking love it :),general,LOCATION1 fooking love,Positive
"LOCATION1 North, SE1.not really its ok though",general,"LOCATION1 North, SE1.not",Negative
LOCATION1 actually has quite a cool feel to it~,general,LOCATION1 actually quite,Positive
"LOCATION1 ai n't bad , actually",general,LOCATION1 ai n't,Positive
LOCATION1 aint that bad trust me,general,LOCATION1 aint bad,Positive
LOCATION1 area is cool,general,LOCATION1 area cool,Positive
LOCATION1 area is very good,general,LOCATION1 area good,Positive
LOCATION1 especially has become VERY trendy and cool in the last few years,general,LOCATION1 especially become,Positive
LOCATION1 in the North East is lovely,general,LOCATION1 North East,Positive
LOCATION1 is a bit shoddy a few beggars,general,LOCATION1 bit shoddy,Negative
LOCATION1 is OK too who knows where is safe nowdays,general,LOCATION1 OK knows,Positive
LOCATION1 is a complete dump,general,LOCATION1 complete dump,Negative
"LOCATION1 is a decent area , you can tell if the area has gangs in it or not by looking at walls in alleyways to see if there are tags on them",general,LOCATION1 decent area,Positive
LOCATION1 is a good area,general,LOCATION1 good area,Positive
LOCATION1 is a good area - Redbridge,general,LOCATION1 good area,Positive
LOCATION1 is a great little spot of countryside,general,LOCATION1 great little,Positive
"LOCATION1 is a pretty dingy area , and I wouldnt live there unless I really had to",general,LOCATION1 pretty dingy,Negative
"LOCATION1 is a rather bland , non-descript place",general,LOCATION1 rather bland,Negative
LOCATION1 is a s t hole stay clear unless your a drug dealer or addict I moved from there only 9 months ago and never looked back,general,LOCATION1 hole stay,Negative
"LOCATION1 is a suburb of LOCATION2 really , but its terrible",general,LOCATION1 suburb LOCATION2,Negative
LOCATION1 is also a beautiful location,general,LOCATION1 also beautiful,Positive
LOCATION1 is an armpit full of chavs,general,LOCATION1 armpit full,Negative
LOCATION1 is an interesting area especially near Camden Town Lock,general,LOCATION1 interesting area,Positive
LOCATION1 is beautiful EDIT : SS has a valid point,general,LOCATION1 beautiful EDIT,Positive
"LOCATION1 is beautiful but in central London and in an area surrounded by lots of embassies , so has a more international feel to it",general,LOCATION1 beautiful central,Positive
LOCATION1 is becoming a ghetto now,general,LOCATION1 becoming ghetto,Negative
LOCATION1 is better though I guess you mean the LOCATION1 area,general,LOCATION1 better though,Positive
"LOCATION1 is considered one of the best areas of London, but with that salary you can afford it",general,LOCATION1 considered one,Positive
LOCATION1 is cool,general,LOCATION1 cool,Positive
LOCATION1 is delightful,general,LOCATION1 delightful,Positive
LOCATION1 is dull I am looking to move to London soon but do not really know it that well,general,LOCATION1 dull looking,Negative
"LOCATION1 is great , too",general,LOCATION1 great,Positive
LOCATION1 is great for a day out,general,LOCATION1 great day,Positive
LOCATION1 is just a tourist hole ; avoid at all costs,general,LOCATION1 tourist hole,Negative
LOCATION1 is just heaven,general,LOCATION1 heaven,Positive
LOCATION1 is marvellous,general,LOCATION1 marvellous,Positive
LOCATION1 is more better,general,LOCATION1 better,Positive
LOCATION1 is my favourite as it is kind of arty,general,LOCATION1 favourite kind,Positive
LOCATION1 is n't bad,general,LOCATION1 n't bad,Positive
LOCATION1 is n't great,general,LOCATION1 n't great,Negative
"LOCATION1 is n't the best place to live , I use to work there LOCATION1 is not a very good place",general,LOCATION1 n't best,Negative
LOCATION1 is nice and not too far from your uni,general,LOCATION1 nice far,Positive
LOCATION1 is nice too,general,LOCATION1 nice,Positive
"LOCATION1 is nicer , I think , despite it 's reputation",general,LOCATION1 nicer think,Positive
"LOCATION1 is not pretty, but you can't move there if you are not an EU citizen",general,"LOCATION1 pretty, can't",Negative
LOCATION1 is now a thriving area and lots of money has been spent n regeneration,general,LOCATION1 thriving area,Positive
"LOCATION1 is on the up, with Westfield and the Olympic Park new to the area it has seen regeneration",general,"LOCATION1 up, Westfield",Positive
LOCATION1 is over rated but nice,general,LOCATION1 rated nice,Positive
LOCATION1 is quite exclusive but on the whole nah,general,LOCATION1 quite exclusive,Negative
"LOCATION1 is quite far up North and at the border, so that may be a pain location wise but it is also a pleasant area",general,LOCATION1 quite far,Positive
LOCATION1 is quite nice and quaint beleive it or not,general,LOCATION1 quite nice,Positive
LOCATION1 is really nice - I live in LOCATION2,general,LOCATION1 really nice,Positive
LOCATION1 is rubbish at the mo because the Olympics are causing disruption already with loads of building work,general,LOCATION1 rubbish mo,Negative
LOCATION1 is the best of the places you mention,general,LOCATION1 best places,Positive
"LOCATION1 is the most-upmarket area , former chic-cool spot turned , getting edgier ( cooler ) as you move up to Ladbroke Grove",general,LOCATION1 area former,Positive
LOCATION1 is the nicest borough in SE London,general,LOCATION1 nicest borough,Positive
LOCATION1 is very cool as well All the areas I 've mentioned have their own nightlife and you 'll always find yourself wandering into neighbouring areas,general,LOCATION1 cool well,Positive
LOCATION1 is very near LOCATION2 as well and I have heard good things about that area as well,general,LOCATION1 near LOCATION2,Positive
LOCATION1 isnt bad,general,LOCATION1 isnt bad,Positive
"LOCATION1 itself is nice, not really 'toffy' but people are a bit more reserved",general,"LOCATION1 nice, really",Positive
LOCATION1 itself isn't so bad,general,LOCATION1 bad,Positive
"LOCATION1 obviously , unless you enjoy commuting Anywhere nice in London is at least 250pw for a 1 bed flat plus bills",general,LOCATION1 obviously unless,Positive
LOCATION1 probably will be better than LOCATION1,general,LOCATION1 probably better,Positive
LOCATION1 seems to be the next thing that everyone is talking about,general,LOCATION1 seems next,Positive
LOCATION1 village is lovely,general,LOCATION1 village lovely,Positive
LOCATION1 was one of the worst areas I experienced My only thought on it is poor doesn't necessarily equate to rough,general,LOCATION1 one worst,Negative
LOCATION1 which is nearby is also very nice some property expense,general,LOCATION1 nearby also,Positive
LOCATION1 would be ideal,general,LOCATION1 would ideal,Positive
"LOCATION2 obviously, unless you enjoy commuting I love LOCATION1",general,"LOCATION2 obviously, unless",Positive
"London is not as bad as you think and I live in one of the worst parts, LOCATION1",general,London bad think,Negative
"Look at South London, areas such as LOCATION1",general,"Look South London,",Positive
"Most students of all backgrounds live all over the place : LOCATION1 is a bit grubby , but it 's a big hub for students and young people because of its proximity to Goldsmiths University",general,students backgrounds live,Negative
My friend lives in West LOCATION1 and it;s hell,general,friend lives West,Negative
"My only advice, is to stay well clear of the whole of LOCATION1",general,"advice, stay well",Negative
No Go nowhere near it LOCATION1 is horrible yes it is in fact i was there last weekend You ca n't really pick areas of London that are ` safe ' all the time,general,Go nowhere near,Negative
"Nothing wrong with LOCATION1, London is London and you only really get into trouble through your own behaviour",general,"Nothing wrong LOCATION1,",Positive
One paid for attraction that really deserves a mention is LOCATION1 which for me is the most beautiful place in London,general,One paid attraction,Positive
"Outside GL could go somewhere like LOCATION1 which is just to the north Often depends where in Central London you work, as many like to come into the nearest mainline station if live further out",general,Outside GL could,Positive
Personally I like LOCATION1 there are still a lot of original Londoners there and the village is an interesting place with lots of interesting people to meet,general,Personally like LOCATION1,Positive
Places like LOCATION1 is not a good place,general,Places like LOCATION1,Negative
"Please , LOCATION1 is not the most luxurious place , but it does not have riots every week",general,Please LOCATION1 luxurious,Positive
Postcodes for LOCATION1 are SE11 and SE17. It's not a great area,general,Postcodes LOCATION1 SE11,Negative
"Renting is a sensible option , especially if your time horizon is only five years LOCATION1 is a horrible area",general,Renting sensible option,Negative
"So LOCATION1 is cool , that 's where I 'm at",general,LOCATION1 cool 's,Positive
Somewhere like LOCATION1 has a very nice atmosphere,general,Somewhere like LOCATION1,Positive
South London wise: I would recommend somewhere like LOCATION1,general,South London wise:,Positive
"South of the river, look at LOCATION1",general,"South river, look",Positive
Stay away from LOCATION1,general,Stay away LOCATION1,Negative
Stay away from LOCATION1 though Hmm this could be tricky,general,Stay away LOCATION1,Negative
"Stay away from LOCATION1, I have worked there and it's fine during the week but at weekends it's a ghost town",general,"Stay away LOCATION1,",Negative
Still I'd go with LOCATION1,general,Still I'd go,Positive
"Thanks a lot LOCATION1 is very good , quite arty and a lot of actors/musicians live there but stay away from the Newington Green area if you can help it and watch out for the Maybury and other estates after dark I should think you 'll get somewhere to rent on that sort of income as you have a good job",general,Thanks lot LOCATION1,Positive
"The areas you describe are good, but I think LOCATION1 is a gem too",general,"areas describe good,",Positive
"The whole of that LOCATION1 region is popular with Uni kids, espescially art kids like yourself",general,whole LOCATION1 region,Positive
The worst area is LOCATION1 and you're not going there so it'll be ok,general,worst area LOCATION1,Negative
"There are several estates not to far away, well in the LOCATION1 area which really aren't very nice",general,several estates far,Negative
"There are some nice parts to LOCATION1, especially to the south, east and west",general,"nice parts LOCATION1,",Positive
Top end of LOCATION2 is just a few minutes walk from the lovely area that is LOCATION1 (the Parliament Hill end),general,Top end LOCATION2,Positive
We have been reaserching neighborhoods and so far LOCATION1 seems to be the best choice for us,general,reaserching neighborhoods far,Positive
Yeah LOCATION1 is lovely,general,Yeah LOCATION1 lovely,Positive
"Yeah it is, just stay away from LOCATION1",general,"Yeah is, stay",Negative
Yes LOCATION1 is a nice suburb of LOCATION1,general,Yes LOCATION1 nice,Positive
You can always live in the skanky areas like LOCATION1,general,always live skanky,Negative
You could try the LOCATION1,general,could try LOCATION1,Positive
You probably heard bad things about LOCATION1 because it is regarded as an ugly part of Greater London,general,probably heard bad,Negative
"Your best bet is to look south of the river- possibly LOCATION1, which is where my other half comes from",general,best bet look,Positive
anywhere apart from LOCATION1 lol,general,anywhere apart LOCATION1,Negative
but you could always sign a short let and see how things go just stay out of LOCATION1,general,could always sign,Negative
have u tried LOCATION1,general,u tried LOCATION1,Positive
i would maybe look around the LOCATION1 area,general,would maybe look,Positive
"i'd say look around LOCATION1, but stay away from them suburbs and tower blocks",general,i'd say look,Positive
n Most of LOCATION1 is fine,general,n LOCATION1 fine,Positive
"or try LOCATION1, has some querky little streets, again make sure they are well lit and be aware if it's dark and you;re on your own",general,"try LOCATION1, querky",Positive
stay away from LOCATION1,general,stay away LOCATION1,Negative
I have heard that LOCATION1 is the place to live in London,live,heard LOCATION1 place,Positive
I really like LOCATION1 I lived there for 3 months and had a lot of fun,live,really like LOCATION1,Positive
I would rather live in LOCATION1,live,would rather LOCATION1,Positive
I've never lived in LOCATION1 but know it reasonably well and would say it's an OK place to live,live,I've never lived,Positive
