text,aspect,arfs,sentiment
I learn more in an 8 week class at DeVry than probably my whole wasted education at my previous college .,DeVry,learn 8 week,positive
I was suckered by a traditional college that did nothing to prepare me for the field I was studying ; DeVry on the other hand is actually preparing me for my intended field as well as educating me on other aspects meaning there is more than one field I could go into .,DeVry,suckered traditional college,positive
You might be surprised to find out that DeVry is not a push over .,DeVry,might surprised find,negative
DeVry is just a mere institution .,DeVry,mere institution,negative
"Bottomline , DeVry is an institution that is focused on career development by teaching professional skills for career - oriented students .",DeVry,Bottomline institution focused,positive
I would advise those thinking of going to DeVry to do their research on the school first before putting thousands of dollars into DeVry 's pockets .,DeVry,would advise thinking,negative
I highly recommend DeVry ! ! !,DeVry,highly recommend,positive
"I interned for IT companies while going to DeVry and work as much as I can to get alot of experience in programming , networking and business throughout the entire 3 years .",DeVry,interned companies going,positive
"People that do not like to get tons of e - mail , although you have a preference here of web only , individual em ails , and digest .","e, -, mail",People like get,negative
The best part is you send 1 e - mail that is sent to the entire group of people .,"e, -, mail",best part send,positive
"This money market would earn twice the interest of a standard savings account , and the interest was not taxable .",interest,money market would,positive
"Basically an easy "" A "" and every class .",class,Basically easy every,neutral
You will be in class with someone who ca n't read and write English and you get held to a different standard .,class,someone ca n't,neutral
I had a programming class with no lectures which is always fun for beginners to try to learn concepts without any sort of interactivity .,class,programming lectures always,positive
Once you make even a single post to the class newsgroup you are financially committed to that class ( I do n't know if this is rigidly enforced ) .,class,make even single,negative
"I like the idea of how the online schedule works around your schedule , and not the other way around .","online, schedule",like idea schedule,positive
"Sure , it has some bugs , but they are consistent and there are few surprises .",bugs,Sure consistent surprises,negative
But they have had countless bugs and they take several weeks to fix them .,bugs,countless take several,negative
"It is easy to use , there are thousands of interesting email lists to join , and if you ca n't find a list that suits you , just start your own .","email, lists",easy use thousands,positive
"Some of my email lists do hiccup occasionally , and when Yahoo !","email, lists",lists hiccup occasionally,negative
Truly some of my best friends I have met online through email lists !,"email, lists",Truly best friends,positive
Their trade prices are not the lowest ( 14.95 for market NYSE orders and 19.95 for limit or NASDAQ orders ) .,"trade, prices",prices lowest 14.95,neutral
They do however use BEA Tuxedo which is pretty much the benchmark in transaction servers .,"BEA, Tuxedo",however use Tuxedo,positive
I use Internet Explorer and their webpages do not well with IE .,webpages,use Internet Explorer,negative
I have found that many of my list members are confused with the web polling .,"web, polling",found many list,negative
"I do n't particularly like the chat rooms , I find them to be quite slow , but that 's just me : ) I know of others who really like this feature .","chat, rooms",n't particularly like,negative
"Within Yahoo Groups , there is a group for almost every topic imaginable .","Yahoo, Groups",Within Groups group,positive
There is something for everyone at Yahoo Groups .,"Yahoo, Groups",something everyone Groups,positive
Using Yahoo Groups is fairly simple .,"Yahoo, Groups",Using Groups fairly,positive
Yahoo Groups has many different features which make the groups fun to use .,"Yahoo, Groups",Groups many different,positive
Yahoo Groups is easy to navigate .,"Yahoo, Groups",Groups easy navigate,positive
I have seen people get their feelings hurt all the time in Yahoo Groups .,"Yahoo, Groups",seen people get,negative
Yahoogroups allows you various options .,Yahoogroups,allows various options,positive
One big plus is that Yahoogroups accepts members from all over the world ( some sites do n't ! ),Yahoogroups,One big plus,positive
"And then one sad day , Yahoo merged with Egroups and the site became Yahoogroups .",Yahoogroups,one sad day,negative
Yahoogroups will walk you through step - by - step on helping you place your group so it is easy for others to find .,Yahoogroups,walk step step,positive
"To summarize : Yahoogroups is n't perfect , but it is n't a disaster either .",Yahoogroups,summarize n't perfect,neutral
"Managing a list is a snap through Yahoogroups if you can get in and access your page , which is another plus .",Yahoogroups,Managing list snap,positive
"Even with all of the mergers and changes it has gone through over the years , Yahoogroups is still one of my all - time favorite places on the Internet .",Yahoogroups,Even mergers changes,positive
"Now that I am used to my new identities , however begrudgingly , I am impressed that Yahoogroups has tried to maintain the set - up that eGroups had .",Yahoogroups,used new identities,positive
"However , everyone else in the club is relatively new to the internet ( from 1 week to 1 year ) , and Yahoogroups mystified them .",Yahoogroups,However everyone else,neutral
"I 've been on the internet for several years , and I have no problem with Yahoogroups .",Yahoogroups,'ve internet several,positive
Yahoogroups did a relatively competent job of merging the two companies .,Yahoogroups,relatively competent job,positive
"One service of great potential interest is E - Trade Mail , Internet - based e - mail available to anyone who visits the site .","E, -, Trade, Mail",One service great,positive
"Even with the ability to get discounts because I have a relative in a full service firm , I still come out way ahead with E - Trade .","E, -, Trade",Even ability get,positive
E - Trade is going down ... leave the boat while you can .,"E, -, Trade",Trade going ...,negative
E - Trade continues to satisfy my needs as a trader / investor who tends to make decisions too emotionally and whose success is mixed .,"E, -, Trade",Trade continues satisfy,positive
E - Trade certainly is a useful way to self - manage investments and to trade .,"E, -, Trade",Trade certainly useful,positive
"Overall , I give E - Trade 4 stars , largely due to web site response and reliability .","E, -, Trade",Overall give Trade,positive
"Now boasting 500,000 investor accounts , E - Trade is making available a wide range of new services , not only to its customers , but to all of the estimated 10 to 12 million people who use the Internet to gather investment information .","E, -, Trade","boasting 500,000 investor",positive
"However , probably because of an intense fear of setting a precedent , E - Trade ( and Datek Online ) refuse to publicly accept ANY responsibility and apologize for customers ' money losses due to tech failures .","E, -, Trade",However probably intense,negative
"For them , E - Trade can be a costly legal way to gamble on the internet .","E, -, Trade",Trade costly legal,negative
"You can quickly open up an account with E - Trade by going on - line and entering some information about yourself , including your social security number .","E, -, Trade",quickly open account,positive
I will explore both aspects now and share what I believe to be the best aspects of E - Trade .,"E, -, Trade",explore aspects share,positive
"In general , I 've been very happy with the E - Trade response time on these features .","E, -, Trade",general 've happy,positive
E - Trade is a pretty good service for on- line investing .,"E, -, Trade",Trade pretty good,positive
"First of all , E - Trade values you at $ 400 .","E, -, Trade",First Trade values,negative
"But last week I heard an E - Trade radio ad that was offering two Tina Turner concert tickets for any new account that opens - and these are not $ 200 tickets , so E - Trade is pocketing the difference .","E, -, Trade",last week heard,negative
"E - Trade even participates in after hours trading , so it may be possible to make your trade at 3 if there is a seller also playing the after hours game .","E, -, Trade",Trade even participates,positive
E - Trade and Waterhouse Securities are shaping the future of,"E, -, Trade",Trade Waterhouse Securities,positive
"Most full service brokers will not allow placement of orders on their voice mail for SEC regulation reasons , so E - Trade and other similar companies have a leg up here .","E, -, Trade",full service brokers,positive
"Also , researching stocks is important before you make big decisions about your earnings and E - Trade affords you the opportunity to do just that .","E, -, Trade",Also researching stocks,positive
"E - Trade sent my bank a duplicate , unauthorized request to withdraw an extremely large sum of money from my account and then deposited my money into somebody else 's E - Trade account .","E, -, Trade",Trade sent bank,negative
"Outside of having an E - Trade bank account , the quickest transfer time seems to be about 3 days , far too long for quickly moving markets .","E, -, Trade",Outside Trade bank,positive
"Remembering the actions by the state attorneys general against AOL , E - Trade ( and Datek ) would rather TRY to hide behind the tiny , legal print in a customer agreement .","E, -, Trade",Remembering actions state,negative
E - Trade seems to be a good system for somewhat active traders .,"E, -, Trade",Trade seems good,positive
"Thus , I like a site that can provide the information I need and E - Trade does that .","E, -, Trade",Thus like site,positive
"Occasionally , E - Trade may not make the trade instantly which can be costly depending upon numerous circumstances .","E, -, Trade",Occasionally Trade may,negative
Money Magazine also rated E - Trade highly and gave them high marks for most of the criteria .,"E, -, Trade",Money Magazine also,positive
"E - Trade has ignored me , lied to me , argued with me , sent me canned E - Mails , and has yet to have a live person apologize to me .","E, -, Trade",Trade ignored lied,negative
The E - Trade order went the whole day unexecuted .,"E, -, Trade",Trade order went,negative
I became so unhappy with E - Trade that I have decided to move my,"E, -, Trade",became unhappy Trade,negative
"E - Trade figures it can go Quicken.com one better , considering the fact that it already lets you buy and sell securities for as little as $ 15 a trade and gives you portfolio tracking tools , free checking and money market accounts , its own credit card .","E, -, Trade",Trade figures go,positive
"On the other hand , I understand E - Trade has faster services available for its most active traders .","E, -, Trade",hand understand Trade,positive
"Even so , it is possible to get hold of loads of research on the E - Trade site .","E, -, Trade",Even possible get,positive
"On the negative side , I find that E - Trade can be very slow .","E, -, Trade",negative side find,negative
E - Trade is a pretty comprehensive site when it comes to making research available .,"E, -, Trade",Trade pretty comprehensive,positive
"I opened my first on - line brokerage account with E - Trade , and although I do n't do much actual trading there , I 'm not planning to close it or transfer it anytime soon .","E, -, Trade",opened first line,positive
"However for me , the thrill of evaluating a stock on your own with E - Trade as your "" personal guide "" is one I would n't give up for anything , and so far , I 've been very successful .","E, -, Trade",However thrill evaluating,positive
"It 's a small thing , but I appreciate the fact that when I click on a ticker symbol at E - Trade , I go to the research screen rather than the "" buy this security "" screen that I get at Scott .","E, -, Trade",'s small thing,positive
"The following review details are for the outstanding E - Trade , not the lackluster Merrill .","E, -, Trade",following review details,positive
"He then called E - Trade to complain , and after getting through the usually busy phone line a customer service rep told him that "" obviously the price never reached $ 0.18 "" , which is strange thing to say since this was an "" ask "" price .","E, -, Trade",called Trade complain,negative
"Despite my very strong preference for their online tools , their awful customer service has driven me to close my accounts and move to another brokerage .","customer, service",Despite strong preference,negative
"Over the past few years , I have been increasingly horrified by E - trade 's customer service .","customer, service",past years increasingly,negative
"They also have very helpful customer service , although it can often take over a day to get a question answered .","customer, service",also helpful service,neutral
"All along eGroups customer service has been indifferent at best , inept and non - responsive at worst .","customer, service",along eGroups service,negative
"However , as the site became more widespread , it became tougher to get through customer service , a must when their online order reporting became slow .","customer, service",However site became,negative
I called customer service and they passed me around like a hot potato .,"customer, service",called service passed,negative
Getting anything from their customer service department is IMPOSSIBLE .,"customer, service",Getting anything service,negative
"I must admit that customer service was very polite , but not knowing how the system works , they were able to tell me nothing .","customer, service",must admit service,positive
E*TRADE 's customer service has been very responsive to every call and met my needs .,"customer, service",E*TRADE 's service,positive
"When I 've called customer service , they invariably suggest I 'm making some type of mistake .","customer, service",'ve called service,negative
Their customer service is quick to answer the phone and very knowledgeable .,"customer, service",service quick answer,positive
"To their credit , they have significantly stepped up their customer service .","customer, service",credit significantly stepped,positive
I have got to say that Etrades customer service is not up to par .,"customer, service",got say Etrades,negative
They 've also got LOUSY customer service ( only Wit Capital 's is worse ) .,"customer, service",'ve also got,negative
Their customer service is the worst I have ever encountered .,"customer, service",service worst ever,negative
This absurd nightmare was undoubtedly the worst handling of a customer service issue that I have ever experienced .,"customer, service",absurd nightmare undoubtedly,negative
The good thing is that customer service was helpful in solving the problem and they promptly sent me revised 1099 's .,"customer, service",good thing service,positive
"Perhaps our case is unique , but the customer service we received was unsatisfactory under any circumstances .","customer, service",Perhaps case unique,negative
"In my last review of Etrade , I complained about the lousy customer service for potential clients .","customer, service",last review Etrade,negative
CTU online is a great alternative .,"CTU, online",online great alternative,positive
I have attended CTU online for two years and I am graduating in one week .,"CTU, online",attended online two,positive
"If you subscribe to a busy eGroup with lots of members , your inbox will probably be flooded with hundreds of email for you to wade through everyday .",email,subscribe busy eGroup,negative
I have heard of people having problems receiving email out of order or not receiving some of there messages at all .,email,heard people problems,negative
If you are not a member your email will be returned to you .,email,member returned,positive
They are usually pretty good with email questions though . . . as long as they do n't get TOO complex,email,usually pretty good,positive
Occasionally the email runs a little slow and it seems to have become intermittent since they merged with Yahoo !,email,Occasionally runs little,negative
"You have full control over who joins yout group and , if you want , you can ban obnoxious people from joining .",group,full control joins,positive
I have a group of my own going for writers and really enjoy it .,group,going writers really,positive
This is a relatively good group .,group,relatively good,positive
"Find one your interested in , join the group and your on your way to getting E - mail you 'll WANT to get .",group,Find one interested,positive
"Subscribing to the group you choose is as easy as clicking "" subscribe "" .",group,Subscribing choose easy,positive
My first group is very helpful to me when it comes to dealing with my medical problems .,group,first helpful comes,positive
"The other group that I just recently joined is alot nicer to be in , in my opinion that is !",group,recently joined alot,positive
I really have fun with this group .,group,really fun,positive
Getting your own group started is a snap .,group,Getting started snap,negative
The first group that I joined was too large and too active for me .,group,first joined large,neutral
"But I found it so much easier to join the group a friend created at eGroups , and not have to bother with adding address , and hitting reply to all .",group,found much easier,positive
It 's easy to make friends within your group .,group,'s easy make,positive
It was n't until late at night in May that I realized just how important this group would be .,group,n't late night,positive
I had a group that showed up on the same Monday that a paper was due and expected me to get it together .,group,showed Monday paper,neutral
It 's also very easy to start a group of your own .,group,'s also easy,positive
"I thought the one group was a joke , but it turned out to be some really sick group that gets a rush from pooping in their own pants .",group,thought one joke,negative
I chose E - TRADE because of their reputation for being reliable .,"E, -, TRADE",chose TRADE reputation,positive
I have read some excellent E - PINIONS of E - TRADE written by experienced traders .,"E, -, TRADE",read excellent PINIONS,positive
"As a first - time investor , I am well satisfied with E - TRADE .","E, -, TRADE",first time investor,positive
I have learned so much from E - TRADE .,"E, -, TRADE",learned much TRADE,positive
E - TRADE does not update your portfolio in real - time however .,"E, -, TRADE",TRADE update portfolio,negative
I hope E - TRADE will not let me down because so far I am having a BLAST .,"E, -, TRADE",hope TRADE let,positive
I find E - TRADE very easy to use .,"E, -, TRADE",find TRADE easy,positive
E - TRADE offers a world of information and it makes the stock market world very easy for beginners to understand .,"E, -, TRADE",TRADE offers world,positive
"If you have a yahoo account , you can use it to join , which makes it rather simple .",join,yahoo account use,positive
"This service that I use is called Yahoo e - groups , and it is quite a lot of fun .","Yahoo, e, -, groups",service use called,positive
There are so many things you can do with the Yahoo e - groups .,"Yahoo, e, -, groups",many things e,positive
"Just a short insider bit of info I got from a friend that works there : UMUC - Europe employees get paid roughly half of what their counterparts in the states get paid AND , given that they are much less resourced , do twice the work .","UMUC, -, Europe, employees",short insider bit,negative
"Finally , the system is easy to use and manage .",system,Finally easy use,positive
"After their system accepts an order ( which it does not reliably do ) , I 've never placed a stock order that has n't executed within a minute .",system,accepts order reliably,negative
"I have found this system easy to use , both as a member and a manager .",system,found easy use,positive
"The system itself runs a bit slower than most web sites , but most people do n't understand that that 's because of the encryption .",system,runs bit slower,negative
The research is a bit pathetic .,research,bit pathetic,negative
"But , it 's still nice to have research in the same place as your portfolio .",research,'s still nice,positive
Their research is pretty good .,research,pretty good,positive
"I like their research , and though I am often baffled by technical analysis , it is quite easy to access and I 'm learning more and more as I go .",research,like though often,positive
"For information freaks , you can do extensive research - find out what analyst poobah types are saying before you buy .",research,information freaks extensive,positive
The research available once you open an account with them is very thorough .,research,available open account,positive
Chats tended to be worthless drivel of some instructor simply reading out of a book or off slides .,Chats,tended worthless drivel,negative
"Best of all , private groups are kept private , which is n't always possible with other mailing list sites .","private, groups",Best groups kept,positive
"One or two of my courses were just lousy ( Programming and Project Management -- yet I got an A and a B+ respectively , so I 'm not saying this out of misplaced resentment ) .",courses,One two lousy,negative
"The courses are not easy , however , they are not difficult either .",courses,easy however difficult,neutral
Psychology courses are of very poor quality by comparison with other colleges .,courses,Psychology poor quality,negative
Your courses get called off too many times .,courses,get called many,negative
I find the courses real life based information applicable to my job and recently just completed a course in which I applied so much of the material to a Managing for Performance course for management at work .,courses,find real life,positive
"I surveyed the courses that start on Monday 23 AUG , and found many canceled , 1/3 to 2/3 at Army posts canceled or remain pending , while at Ramstein and Spang more are marked as'Go .",courses,surveyed start Monday,negative
I enjoyed the courses very much and learned a lot .,courses,enjoyed much learned,positive
I found out the hard way when trying to collect my tax form after already taking many courses .,courses,found hard way,negative
"I thought the courses would be more challenging , but because anyone can enroll in a course , the instructors have to dumb it down so everyone can enjoy .",courses,thought would challenging,neutral
To Join E Groups you have to register and put in the e - mail address where you want your e - mail to go to .,"E, Groups",Join Groups register,positive
Money Market Checking Account - Terrific .,"Money, Market, Checking, Account",Market Checking Account,positive
It 's a great learning environment but not for the weak .,environment,'s great learning,neutral
I will never use eTrade again .,eTrade,never use,negative
"get rid of all the ridiculus programs that we have no facilities for ; namely the GSP , HMIT , BMET , BMI , etc.etc .",programs,get rid ridiculus,negative
"Yes , I 've seen some people complete both master 's and doctoral programs there ; however , these people had little , if any , experience in the real world and had very little to contribute to course discussions .",programs,Yes 've seen,negative
"Class syllabuses are dictated by the University , and instructors frequently use this as an excuse for a poor class .",instructors,Class syllabuses dictated,negative
Most instructors are very involved and available ; and you interact more with peers than what might be required in traditional brick and mortar .,instructors,involved available interact,positive
"The instructors give students a passing grade for a minimum amount of work , and are overly lenient with their grading .",instructors,give students passing,negative
"Some instructors were quite poor , and do not supply lectures or proper feedback on work .",instructors,quite poor supply,negative
"as a program designed for working adults , there is sometimes a lot of homework , and the instructors are hit - and - miss as far as quality of instruction .",instructors,program designed working,negative
"The instructors are there to help , but they will not give answers .",instructors,help give answers,positive
The Sacramento Valley campus has some of the most remarkable instructors I have ever had .,instructors,Sacramento Valley campus,positive
"The instructors have been mixed , but as others have said , that 's to be expected .",instructors,mixed others said,neutral
"My instructors were well versed in the subjects they taught and had just as many if not more office hours than , my State Uni , that they could be approached for help .",instructors,well versed subjects,positive
Never opened a single book they sent me and they were never even referenced by instructors .,instructors,Never opened single,negative
"In fact , half the time the instructors told us to disregard them .",instructors,fact half time,neutral
This is a regionally accredited school with qualified instructors .,instructors,regionally accredited school,neutral
"Yes , there are some instructors that appear unqualified to teach at a college - level .",instructors,Yes appear unqualified,negative
"The end result is that we get instructors filling in for courses that ned to be taught , but who have less experience that someone normally tecahing that kind of course .",instructors,end result get,negative
The adminstration of the school needs to get fired .,adminstration,school needs get,negative
I have met some wonderful ladies and built a great network of support .,ladies,met wonderful built,positive
Some moderators are looser than others ; some groups allow a broader range of stuff and allow e - conversations to wander off - topic a bit before saying anything .,moderators,looser others groups,positive
I have called them on these deals several times and each time the excuses were more fantastic than the previous one .,excuses,called deals several,positive
Phone response time is terrible .,"Phone, response, time",response time terrible,negative
"When I first joined ( even before this new site ) , I noticed that navigation was extremely easiy .",navigation,first joined even,positive
"Contrary to what I have read on this site , the navigation is not intuitive , and it takes a bunch of clicks to get where you 're going .",navigation,Contrary read site,negative
"I decided which ones most interested me and joined , which was all easily done by fast navigation .",navigation,decided ones interested,positive
This was not a program for anyone who wanted to slide by because the other students would rat you out quickly .,program,anyone wanted slide,neutral
The MSCIS program was probably one of the most intense learning experiences I 've ever had .,program,MSCIS probably one,neutral
I am 2/3 's through my Masters program and find it very challenging but rewarding .,program,2/3 's Masters,positive
One complaint I have is that I was put into a program where I was not allowed to choose my classes .,program,One complaint put,negative
"Although this happens at traditional universities as well , the program is relatively quite expensive compared to a traditional university , which requires physical facilities .",program,Although happens traditional,negative
While the program is challenging it has been a wonderful learning experience .,program,challenging wonderful learning,positive
I thank the college for their wonderful program that emphasized team work ; individual study ; and even included global collaboration with people from all backgrounds .,program,thank college wonderful,positive
weathered through these frustrations to continue my program .,program,weathered frustrations continue,neutral
"It is possible to get some knowledge from the program , but this requires the student to read all the materials .",program,possible get knowledge,neutral
"For a program that serves a lot of military personnel , I did n't find degree programs that supported my military career .",program,serves lot military,negative
I wish I 'd never started the program .,program,wish 'd never,negative
"So , far I have been challenged and pleased with professionalism , content , and quality of the program so far .",program,far challenged pleased,positive
I have really enjoyed being able to attend an accelerated program .,program,really enjoyed able,positive
I had unresponsive teachers including one who praised participants for the wallpaper they used in their postings but ignored the content .,teachers,unresponsive including one,negative
All of my teachers were excellent with the exception of two .,teachers,excellent exception two,positive
"Aside from the one biology teacher , I 've had nothing but stout cooperation from most of my teachers .",teachers,Aside one biology,positive
I currently attend Devry and my first 2 teachers are excellent so far .,teachers,currently attend Devry,positive
"English teachers are called upon to instruct speech as well as philospohy , and maybe math .",teachers,English called upon,negative
"The theory is a good one , I will admit .",theory,good one admit,positive
"I tried calling the help desk , but no help .","help, desk",tried calling desk,negative
I have read all of you alls previous post and I ca n't ascertain so many negative responses .,responses,read alls previous,negative
"I also joined a couple of other egroup lists , and had a terrible time with them .","egroup, lists",also joined couple,negative
I have only two problems with PayPal :,PayPal,two problems,negative
PayPal claims that a deposit is dependent on the time frame of your bank .,PayPal,claims deposit dependent,neutral
"I do n't know whose fault it is or what causes it , but PayPal is a little overrated when it comes to conveniently paying people .",PayPal,n't know whose,negative
"I 've only recently opened a PayPal account , and so far I 've been extremely satisfied .",PayPal,'ve recently opened,positive
The graphics are stylish and fun . . . especially the characters that you get to use to represent yourself .,graphics,stylish fun especially,positive
It has cool graphics and is easily navigable .,graphics,cool easily navigable,positive
They set it too low and I was n't aware of it until I got nasty emails threatening probation .,emails,set low n't,negative
"Yep , I am dead serious , you will get a MASSIVE quantity of emails .",emails,Yep dead serious,neutral
"Compared with others with whom I am acquainted who earned their doctoral degrees from brick - and - mortars , the education I received was vastly superior .",education,Compared others acquainted,positive
I 'm a graduate student at the school and the education I get is extremely relevent .,education,'m graduate student,positive
"that amount is less than the cost of my classes , so in the end i will end up paying close to $ 3,000 out of pocket for my education .",education,amount less cost,negative
"But , so far that has not affected my education .",education,far affected,positive
"It is kind of overpriced , but it 's still a great education and it cost only a little more than the traditional college that I wasted almost 2 years of my life at .",education,kind overpriced 's,positive
It 's nothing more than a diploma mill that provides a substandard education .,education,'s nothing diploma,negative
"I am almost finished with my degree and I feel that the education I have earned has been just as good as when I went to U of I . Do nt let people tell you it is a degree mill , it is not !",education,almost finished degree,positive
The education is less than stellar for the amount you pay .,education,less stellar amount,negative
I thank God for the creation of something so great for my education .,education,thank God creation,positive
"After that I withdrew , but I did have some great experiences with many professors also .",professors,withdrew great experiences,positive
I really feel the professors are great and readily available if you contact them .,professors,really feel great,positive
I have been an online student for two trimesters now and the professors were very good .,professors,online student two,positive
The professors are more of a conversation mediator among the students than an actual professor .,professors,conversation mediator among,neutral
With that said the professors ( in my experience ) do show compassion and give a lot of open book tests .,professors,said experience show,positive
"Every one of my professors has had a masters degree or higher , years of experience in the field related to the course material , and they have all been very personable and approachable .",professors,Every one masters,positive
"The only thing that I can assume is that some professors are leanient on citations is do to the fact that some students have been out of college for over 10 years or more , so they are not up to par with what should be done for citations .",professors,thing assume leanient,negative
The professors are not only your instructors .,professors,instructors,positive
I would like to thank my professors as well for a wonderful job !,professors,would like thank,positive
But I was already invested in the third semester before I could no longer dismiss as flukes my astoundingly incompetent or apathetic professors .,professors,already invested third,negative
The biggest problem I had was dealing with the professors that I could not understand at all .,professors,biggest problem dealing,negative
I went to one of the best private universities in the country for my B.A . At both schools I 've had good and bad professors .,professors,went one best,neutral
It has both excellent and mediocre professors .,professors,excellent mediocre,positive
"I made the mistake of upsetting one of my , supposedly professional , professors and he took it upon himself to find reasons to second guess every decision I made .",professors,made mistake upsetting,negative
I thought my $ would be safe with them .,them,thought would safe,positive
"Mostly , I have found them rewarding but I always assume it is MY project , so am never disappointed .",them,Mostly found rewarding,positive
"In fact , it 's been three days now and I 'm still waiting for them to fix this problem .",them,fact 's three,negative
The photo album feature is an especially nice one .,"photo, album",album feature especially,positive
The materials being kept online is a bit cumbersome .,materials,kept online bit,negative
The materials are real world and relevant with significant opportunity to tie in your personal and work experiences .,materials,real world relevant,positive
Instructors are serious about helping with questions .,Instructors,serious helping questions,positive
Instructors dumb down courses to allow many to pass course in the open enrollment system .,Instructors,dumb courses allow,positive
"Instructors vary in quality , but most are hard - working and want to help you succeed .",Instructors,vary quality hard,positive
Instructors are not consistent from class to class on requirements for grades .,Instructors,consistent class class,neutral
Instructors ignore students and the administration is simply incompetent .,Instructors,ignore students administration,negative
"This is not to say that the trades are nt executed promptly once the order is placed , but that it can take a while to navigate the site , and wait for the correct pages to load .",trades,say executed promptly,negative
My trades are executed quickly .,trades,executed quickly,positive
"I 've also been able to put in trades quite quick , and can get confirmation within about a minute after putting in the trade .",trades,'ve also able,positive
"I have found that trades are executed very quickly , within 5 seconds usually for me .",trades,found executed quickly,positive
"On the negative side , however , trades are a little more expensive than is typical on the web . $ 14.95 for NYSE market orders , $ 19.95 for NASDAQ market orders and all limit orders .",trades,negative side however,negative
"The other pitfall , is one I hear from other users , and have yet to experience myself , is delayed trades .",trades,pitfall one hear,negative
For groups like that a daily digest is best .,"daily, digest",groups like digest,positive
"About a week ago , I found eCirlces and right off the bat , I knew that was the one thing that would help me and my forgetful family members and friends remember everything !",eCirlces,week ago found,positive
"Sometimes they 're fast , sometimes they can take hours .","they, ""re""",Sometimes 're fast,neutral
Applying was also fairly easy .,Applying,also fairly easy,positive
All tests are open book so that makes it easier .,tests,open book makes,positive
Sometimes I think they have these tests so that students flunk and then have to pay to take the course again .,tests,Sometimes think students,negative
E*Trade 's divisions are not strategically divided .,divisions,E*Trade 's strategically,negative
In the past I did have to call them and have experienced inordinate wait times .,"wait, times",past call experienced,negative
"I have never worked so hard , the classes are really condensed into 6 weeks , and the evaluation is tough .",evaluation,never worked hard,neutral
"I mentioned that the first notice I had seen was in February 2001 , and that the notice was extremely unclear that "" this November "" actually meant "" last November . """,notice,mentioned first seen,negative
"As I was tweaking my groups , I discovered that some features would be difficult for newbies ( i.e . , 95 % of my family group ! )",features,tweaking groups discovered,negative
Here are my favorite features :,features,favorite,positive
I have used various account features such as added Options Trading to my account ( an easy and painless procedure ) or sent out wire transfers .,features,used various account,neutral
"Fortunately , most of the other features do n't have such annoying habits .",features,Fortunately n't annoying,negative
"In my experience with Eircles , all of these features have been of great use for one reason or another .",features,experience Eircles great,positive
"You can get to know your list members , or help them get to know each other , by using the lavish features provided for these purposes .",features,get know list,positive
"There are other handy features for the stock trade : stock alerts , on - screen forms , stock quotes and research and something new -- Instant Messaging using Yahoo with on - screen customer service to IM with ; however , if you 're like me and skeptical of hackers lurking , you should n't IM to talk about your money .",features,handy stock trade,positive
"The features are great ( I will go into depth later ) , and they allow a low Minimum Initial Investment ( the Epinions page says $ 1000 , but the minimum for me was $ 500 ) .",features,great go depth,positive
"Lots of features , pretty well organized .",features,Lots pretty well,positive
Getting around clubs and all their features is easy .,features,Getting around clubs,positive
There are many other great features that you 'll just have to check out for yourself !,features,many great 'll,positive
"Most of these features are self explanatory , so I won ?",features,self explanatory,positive
Some other neat features worth mentioning are :,features,neat worth mentioning,positive
"First of all they 'll give you both $ 5 for the sign up and it just makes the whole transaction process so much faster , and safer than just seding off a cashiers check .","transaction, process",First 'll give,positive
"With your portfolio , it 's just one click to check your account balances and financial positions - and they do n't take you away from your main screen , just pop the info up in a small extra window which you can easily close after getting the necessary information .",window,portfolio 's one,positive
"At least it does n't have the glitches and delays , though , despite its huge membership .",membership,least n't glitches,negative
I have found that eCircles.com is the way to end the endless cycle of joining clubs and groups .,eCircles.com,found way end,positive
"All in all , if you 're a large group , organization , or family , eCircles.com is definitely a worthwhile site to keep in touch !",eCircles.com,'re large group,positive
"Consisting of over 140 members , eCircles.com allows our Honor Society to send out last minute announcements and all other events with more convenience .",eCircles.com,Consisting 140 members,positive
I find your trading service so unacceptable that I will,"trading, service",find service unacceptable,negative
"I 've tolerated your poor trading service for over a year ,","trading, service",'ve tolerated poor,negative
"There is a tremendous amount of work between the DQ 's , individual projects and team projects .",work,tremendous amount DQ,neutral
This feature comes in handy when you need to be out of town .,feature,comes handy need,positive
Another feature that is extremely helpful is the fact that they send you copies of every check you write with your statements .,feature,Another extremely helpful,positive
"Finally , and this is a terrific feature -- you can download all your transactions to Quicken and Microsoft Money .",feature,Finally terrific download,positive
"It 's bad enough that we go through all sort of obstacles in life , now I see people downing my school",obstacles,'s bad enough,negative
I had to have one of their own brokers write notes in the account explaining that 80 % was greater than 50 % and they were not to liquidate without calling that broker first .,brokers,one write notes,negative
"I sent all the messages to the dean , he was absolutely useless and did nothing .",dean,sent messages absolutely,negative
I had to escalate to the dean several times to get any satisfaction .,dean,escalate several times,negative
"I found this frustrating at first , but my dean has been very helpful .",dean,found frustrating first,positive
www.egroups.com All i can say is i am totally addicted to this site !,www.egroups.com,say totally addicted,positive
Being a moderator for several of my own groups on the listing service I have to say that I am completely disgusted .,"listing, service",moderator several groups,negative
Response has been courteous and thoughtful .,Response,courteous thoughtful,positive
Capella U has incredible faculty in the Harold Abel School of Psychology .,faculty,Capella U incredible,positive
I 've never - let me repeat - NEVER had a problem with the faculty .,faculty,'ve never let,positive
